Categoria;Família;Código;Produto;Índice;Disponibilidade;Antirrisco;Antirrisco Tingível;Antirreflexo Verde;Antirreflexo Azul;Antirreflexo Premium Verde;Antirreflexo Premium Azul;Preço Base/Grade
Lentes Surfaçadas;Haytek Pro ID;SP50PN;Haytek Pro ID Freeform 1.50 Transitions Gen S Marrom;1.50;Esf. +6.00 a -9.00 / Cil. até -6.00 | Add. 1.00 a 3.50 / Diâm. 80 mm;R$ 4.751,84;R$ 4.831,84;R$ 5.151,84;R$ 5.231,84;R$ 5.631,84;R$ 5.711,84;
Lentes Surfaçadas;Haytek Pro ID;SP50PD;Haytek Pro ID Freeform 1.50 Transitions Gen S Cinza;1.50;Esf. +6.00 a -9.00 / Cil. até -6.00 | Add. 1.00 a 3.50 / Diâm. 80 mm;R$ 4.751,84;R$ 4.831,84;R$ 5.151,84;R$ 5.231,84;R$ 5.631,84;R$ 5.711,84;
Lentes Surfaçadas;Haytek Pro ID;SP56PT;Haytek Pro ID Freeform 1.56;1.56;Esf. +6.00 a -6.00 / Cil. até -6.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 2.447,84;R$ 2.527,84;R$ 2.847,84;R$ 2.927,84;R$ 3.327,84;R$ 3.407,84;
Lentes Surfaçadas;Haytek Pro ID;SP56PK;Haytek Pro ID Freeform 1.56 Filtro Azul;1.56;Esf. +6.00 a -6.00 / Cil. até -6.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 2.807,84;R$ 2.887,84;R$ 3.207,84;R$ 3.287,84;R$ 3.687,84;R$ 3.767,84;
Lentes Surfaçadas;Haytek Pro ID;SP56PY;Haytek Pro ID Freeform 1.56 Fotossensível;1.56;Esf. +6.00 a -6.00 / Cil. até -6.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 3.311,84;R$ 3.391,84;R$ 3.711,84;R$ 3.791,84;R$ 4.191,84;R$ 4.271,84;
Lentes Surfaçadas;Haytek Pro ID;SP56PF;Haytek Pro ID Freeform 1.56 Filtro Azul Fotossensível;1.56;Esf. +6.00 a -6.00 / Cil. até -6.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 3.671,84;R$ 3.751,84;R$ 4.071,84;R$ 4.151,84;R$ 4.551,84;R$ 4.631,84;
Lentes Surfaçadas;Haytek Pro ID;SP59PT;Haytek Pro ID Freeform 1.59 Poli;1.59;Esf. +6.00 a -8.00 / Cil. até -6.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 3.023,84;R$ 3.103,84;R$ 3.423,84;R$ 3.503,84;R$ 3.903,84;R$ 3.983,84;
Lentes Surfaçadas;Haytek Pro ID;SP59PK;Haytek Pro ID Freeform 1.59 Poli Filtro Azul;1.59;Esf. +6.00 a -8.00 / Cil. até -6.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 3.383,84;R$ 3.463,84;R$ 3.783,84;R$ 3.863,84;R$ 4.263,84;R$ 4.343,84;
Lentes Surfaçadas;Haytek Pro ID;SP59PY;Haytek Pro ID Freeform 1.59 Poli Fotossensível;1.59;Esf. +6.00 a -8.00 / Cil. até -6.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 3.887,84;R$ 3.967,84;R$ 4.287,84;R$ 4.367,84;R$ 4.767,84;R$ 4.847,84;
Lentes Surfaçadas;Haytek Pro ID;SP59PN;Haytek Pro ID Freeform 1.59 Poli Transitions Gen S Marrom;1.59;Esf. +7.00 a -10.00 / Cil. até -6.00 | Add. 1.00 a 3.50 / Diâm. 80 mm;R$ 5.327,84;R$ 5.407,84;R$ 5.727,84;R$ 5.807,84;R$ 6.207,84;R$ 6.287,84;
Lentes Surfaçadas;Haytek Pro ID;SP59PD;Haytek Pro ID Freeform 1.59 Poli Transitions Gen S Cinza;1.59;Esf. +7.00 a -10.00 / Cil. até -6.00 | Add. 1.00 a 3.50 / Diâm. 80 mm;R$ 5.327,84;R$ 5.407,84;R$ 5.727,84;R$ 5.807,84;R$ 6.207,84;R$ 6.287,84;
Lentes Surfaçadas;Haytek Pro ID;SP61PT;Haytek Pro ID Freeform 1.61;1.61;Esf. +8.00 a -12.00 | Cil. até -8.00 | Add. 0.75 a 3.50 | Diâm. até 80 mm;R$ 3.527,84;R$ 3.607,84;R$ 3.927,84;R$ 4.007,84;R$ 4.407,84;R$ 4.487,84;
Lentes Surfaçadas;Haytek Pro ID;SP61PY;Haytek Pro ID Freeform 1.61 Fotossensível;1.61;Esf. +8.00 a -12.00 | Cil. até -8.00 | Add. 0.75 a 3.50 | Diâm. até 80 mm;R$ 4.391,84;R$ 4.471,84;R$ 4.791,84;R$ 4.871,84;R$ 5.271,84;R$ 5.351,84;
Lentes Surfaçadas;Haytek Pro ID;SP67PT;Haytek Pro ID Freeform 1.67;1.67;Esf. +9.00 a -12.00 | Cil. até -8.00 | Add. 0.75 a 3.50 | Diâm. até 80 mm;R$ 3.959,84;R$ 4.039,84;R$ 4.359,84;R$ 4.439,84;R$ 4.839,84;R$ 4.919,84;
Lentes Surfaçadas;Haytek Pro ID;SP67PK;Haytek Pro ID Freeform 1.67 Filtro Azul;1.67;Esf. +9.00 a -12.00 | Cil. até -8.00 | Add. 0.75 a 3.50 | Diâm. até 80 mm;R$ 4.319,84;R$ 4.399,84;R$ 4.719,84;R$ 4.799,84;R$ 5.199,84;R$ 5.279,84;
Lentes Surfaçadas;Haytek Pro ID;SP67PY;Haytek Pro ID Freeform 1.67 Fotossensível;1.67;Esf. +9.00 a -12.00 | Cil. até -8.00 | Add. 0.75 a 3.50 | Diâm. até 80 mm;R$ 4.823,84;R$ 4.903,84;R$ 5.223,84;R$ 5.303,84;R$ 5.703,84;R$ 5.783,84;
Lentes Surfaçadas;Haytek Pro ID;SP67PN;Haytek Pro ID Freeform 1.67 Transitions Gen S Marrom;1.67;Esf. +9.00 a -11.00 / Cil. até -6.00 | Add. 1.00 a 3.50 / Diâm. 80 mm;R$ 9.863,84;R$ 9.943,84;R$ 10.263,84;R$ 10.343,84;R$ 10.743,84;R$ 10.823,84;
Lentes Surfaçadas;Haytek Pro ID;SP67PD;Haytek Pro ID Freeform 1.67 Transitions Gen S Cinza;1.67;Esf. +9.00 a -11.00 / Cil. até -6.00 | Add. 1.00 a 3.50 / Diâm. 80 mm;R$ 9.863,84;R$ 9.943,84;R$ 10.263,84;R$ 10.343,84;R$ 10.743,84;R$ 10.823,84;
Lentes Surfaçadas;Haytek Pro ID;SP74PK;Haytek Pro ID Freeform 1.74 Filtro Azul;1.74;Esf. +14.00 a -16.00 | Cil. até -8.00 | Add. 0.75 a 3.50 | Diâm. até 80 mm;R$ 5.687,84;R$ 5.767,84;R$ 6.087,84;R$ 6.167,84;R$ 6.567,84;R$ 6.647,84;
Lentes Surfaçadas;Haytek Pro ID;SP74PF;Haytek Pro ID Freeform 1.74 Filtro Azul Fotossensível;1.74;Esf. +14.00 a -16.00 | Cil. até -8.00 | Add. 0.75 a 3.50 | Diâm. até 80 mm;R$ 7.415,84;R$ 7.495,84;R$ 7.815,84;R$ 7.895,84;R$ 8.295,84;R$ 8.375,84;
Lentes Surfaçadas;Haytek Top;SP50TD;Haytek Top Freeform 1.50 Transitions Gen S Cinza;1.50;Esf. +6.00 a -9.00 / Cil. até -6.00 | Add. 1.00 a 3.50 / Diâm. 80 mm;R$ 4.175,84;R$ 4.255,84;R$ 4.575,84;R$ 4.655,84;R$ 5.055,84;R$ 5.135,84;
Lentes Surfaçadas;Haytek Top;SP50TN;Haytek Top Freeform 1.50 Transitions Gen S Marrom;1.50;Esf. +6.00 a -9.00 / Cil. até -6.00 | Add. 1.00 a 3.50 / Diâm. 80 mm;R$ 4.175,84;R$ 4.255,84;R$ 4.575,84;R$ 4.655,84;R$ 5.055,84;R$ 5.135,84;
Lentes Surfaçadas;Haytek Top;SP56TT;Haytek Top Freeform 1.56;1.56;Esf. +6.00 a -6.00 / Cil. até -6.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 1.871,84;R$ 1.951,84;R$ 2.271,84;R$ 2.351,84;R$ 2.751,84;R$ 2.831,84;
Lentes Surfaçadas;Haytek Top;SP56TK;Haytek Top Freeform 1.56 Filtro Azul;1.56;Esf. +6.00 a -6.00 / Cil. até -6.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 2.231,84;R$ 2.311,84;R$ 2.631,84;R$ 2.711,84;R$ 3.111,84;R$ 3.191,84;
Lentes Surfaçadas;Haytek Top;SP56TY;Haytek Top Freeform 1.56 Fotossensível;1.56;Esf. +6.00 a -6.00 / Cil. até -6.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 2.735,84;R$ 2.815,84;R$ 3.135,84;R$ 3.215,84;R$ 3.615,84;R$ 3.695,84;
Lentes Surfaçadas;Haytek Top;SP56TF;Haytek Top Freeform 1.56 Filtro Azul Fotossensível;1.56;Esf. +6.00 a -6.00 / Cil. até -6.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 3.095,84;R$ 3.175,84;R$ 3.495,84;R$ 3.575,84;R$ 3.975,84;R$ 4.055,84;
Lentes Surfaçadas;Haytek Top;SP59TT;Haytek Top Freeform 1.59 Poli;1.59;Esf. +6.00 a -8.00 / Cil. até -6.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 2.447,84;R$ 2.527,84;R$ 2.847,84;R$ 2.927,84;R$ 3.327,84;R$ 3.407,84;
Lentes Surfaçadas;Haytek Top;SP59TK;Haytek Top Freeform 1.59 Poli Filtro Azul;1.59;Esf. +6.00 a -8.00 / Cil. até -6.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 2.807,84;R$ 2.887,84;R$ 3.207,84;R$ 3.287,84;R$ 3.687,84;R$ 3.767,84;
Lentes Surfaçadas;Haytek Top;SP59TY;Haytek Top Freeform 1.59 Poli Fotossensível;1.59;Esf. +6.00 a -8.00 / Cil. até -6.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 3.311,84;R$ 3.391,84;R$ 3.711,84;R$ 3.791,84;R$ 4.191,84;R$ 4.271,84;
Lentes Surfaçadas;Haytek Top;SP59TD;Haytek Top Freeform 1.59 Poli Transitions Gen S Cinza;1.59;Esf. +7.00 a -10.00 / Cil. até -6.00 | Add. 1.00 a 3.50 / Diâm. 80 mm;R$ 4.751,84;R$ 4.831,84;R$ 5.151,84;R$ 5.231,84;R$ 5.631,84;R$ 5.711,84;
Lentes Surfaçadas;Haytek Top;SP59TN;Haytek Top Freeform 1.59 Poli Transitions Gen S Marrom;1.59;Esf. +7.00 a -10.00 / Cil. até -6.00 | Add. 1.00 a 3.50 / Diâm. 80 mm;R$ 4.751,84;R$ 4.831,84;R$ 5.151,84;R$ 5.231,84;R$ 5.631,84;R$ 5.711,84;
Lentes Surfaçadas;Haytek Top;SP61TT;Haytek Top Freeform 1.61;1.61;Esf. +8.00 a -12.00 | Cil. até -8.00 | Add. 0.75 a 3.50 | Diâm. até 80 mm;R$ 2.951,84;R$ 3.031,84;R$ 3.351,84;R$ 3.431,84;R$ 3.831,84;R$ 3.911,84;
Lentes Surfaçadas;Haytek Top;SP61TY;Haytek Top Freeform 1.61 Fotossensível;1.61;Esf. +8.00 a -12.00 | Cil. até -8.00 | Add. 0.75 a 3.50 | Diâm. até 80 mm;R$ 3.815,84;R$ 3.895,84;R$ 4.215,84;R$ 4.295,84;R$ 4.695,84;R$ 4.775,84;
Lentes Surfaçadas;Haytek Top;SP67TT;Haytek Top Freeform 1.67;1.67;Esf. +9.00 a -12.00 | Cil. até -8.00 | Add. 0.75 a 3.50 | Diâm. até 80 mm;R$ 3.383,84;R$ 3.463,84;R$ 3.783,84;R$ 3.863,84;R$ 4.263,84;R$ 4.343,84;
Lentes Surfaçadas;Haytek Top;SP67TK;Haytek Top Freeform 1.67 Filtro Azul;1.67;Esf. +9.00 a -12.00 | Cil. até -8.00 | Add. 0.75 a 3.50 | Diâm. até 80 mm;R$ 3.743,84;R$ 3.823,84;R$ 4.143,84;R$ 4.223,84;R$ 4.623,84;R$ 4.703,84;
Lentes Surfaçadas;Haytek Top;SP67TY;Haytek Top Freeform 1.67 Fotossensível;1.67;Esf. +9.00 a -12.00 | Cil. até -8.00 | Add. 0.75 a 3.50 | Diâm. até 80 mm;R$ 4.247,84;R$ 4.327,84;R$ 4.647,84;R$ 4.727,84;R$ 5.127,84;R$ 5.207,84;
Lentes Surfaçadas;Haytek Top;SP67TD;Haytek Top Freeform 1.67 Transitions Gen S Cinza;1.67;Esf. +9.00 a -11.00 / Cil. até -6.00 | Add. 1.00 a 3.50 / Diâm. 80 mm;R$ 9.287,84;R$ 9.367,84;R$ 9.687,84;R$ 9.767,84;R$ 10.167,84;R$ 10.247,84;
Lentes Surfaçadas;Haytek Top;SP67TN;Haytek Top Freeform 1.67 Transitions Gen S Marrom;1.67;Esf. +9.00 a -11.00 / Cil. até -6.00 | Add. 1.00 a 3.50 / Diâm. 80 mm;R$ 9.287,84;R$ 9.367,84;R$ 9.687,84;R$ 9.767,84;R$ 10.167,84;R$ 10.247,84;
Lentes Surfaçadas;Haytek Top;SP74TK;Haytek Top Freeform 1.74 Filtro Azul;1.74;Esf. +14.00 a -16.00 | Cil. até -8.00 | Add. 0.75 a 3.50 | Diâm. até 80 mm;R$ 5.111,84;R$ 5.191,84;R$ 5.511,84;R$ 5.591,84;R$ 5.991,84;R$ 6.071,84;
Lentes Surfaçadas;Haytek Top;SP74TF;Haytek Top Freeform 1.74 Filtro Azul Fotossensível;1.74;Esf. +14.00 a -16.00 | Cil. até -8.00 | Add. 0.75 a 3.50 | Diâm. até 80 mm;R$ 6.839,84;R$ 6.919,84;R$ 7.239,84;R$ 7.319,84;R$ 7.719,84;R$ 7.799,84;
Lentes Surfaçadas;Haytek Smart;SP50SD;Haytek Smart Freeform 1.50 Transitions Gen S Cinza;1.50;Esf. +6.00 a -9.00 / Cil. até -6.00 | Add. 1.00 a 3.50 / Diâm. 80 mm;R$ 3.527,84;R$ 3.607,84;R$ 3.927,84;R$ 4.007,84;R$ 4.407,84;R$ 4.487,84;
Lentes Surfaçadas;Haytek Smart;SP50SN;Haytek Smart Freeform 1.50 Transitions Gen S Marrom;1.50;Esf. +6.00 a -9.00 / Cil. até -6.00 | Add. 1.00 a 3.50 / Diâm. 80 mm;R$ 3.527,84;R$ 3.607,84;R$ 3.927,84;R$ 4.007,84;R$ 4.407,84;R$ 4.487,84;
Lentes Surfaçadas;Haytek Smart;SP56ST;Haytek Smart Freeform 1.56;1.56;Esf. +6.00 a -6.00 / Cil. até -6.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 1.223,84;R$ 1.303,84;R$ 1.623,84;R$ 1.703,84;R$ 2.103,84;R$ 2.183,84;
Lentes Surfaçadas;Haytek Smart;SP56SK;Haytek Smart Freeform 1.56 Filtro Azul;1.56;Esf. +6.00 a -6.00 / Cil. até -6.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 1.583,84;R$ 1.663,84;R$ 1.983,84;R$ 2.063,84;R$ 2.463,84;R$ 2.543,84;
Lentes Surfaçadas;Haytek Smart;SP56SY;Haytek Smart Freeform 1.56 Fotossensível;1.56;Esf. +6.00 a -6.00 / Cil. até -6.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 2.087,84;R$ 2.167,84;R$ 2.487,84;R$ 2.567,84;R$ 2.967,84;R$ 3.047,84;
Lentes Surfaçadas;Haytek Smart;SP56SF;Haytek Smart Freeform 1.56 Filtro Azul Fotossensível;1.56;Esf. +6.00 a -6.00 / Cil. até -6.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 2.447,84;R$ 2.527,84;R$ 2.847,84;R$ 2.927,84;R$ 3.327,84;R$ 3.407,84;
Lentes Surfaçadas;Haytek Smart;SP59ST;Haytek Smart Freeform 1.59 Poli;1.59;Esf. +6.00 a -8.00 / Cil. até -6.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 1.799,84;R$ 1.879,84;R$ 2.199,84;R$ 2.279,84;R$ 2.679,84;R$ 2.759,84;
Lentes Surfaçadas;Haytek Smart;SP59SK;Haytek Smart Freeform 1.59 Poli Filtro Azul;1.59;Esf. +6.00 a -8.00 / Cil. até -6.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 2.159,84;R$ 2.239,84;R$ 2.559,84;R$ 2.639,84;R$ 3.039,84;R$ 3.119,84;
Lentes Surfaçadas;Haytek Smart;SP59SY;Haytek Smart Freeform 1.59 Poli Fotossensível;1.59;Esf. +6.00 a -8.00 / Cil. até -6.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 2.663,84;R$ 2.743,84;R$ 3.063,84;R$ 3.143,84;R$ 3.543,84;R$ 3.623,84;
Lentes Surfaçadas;Haytek Smart;SP59SD;Haytek Smart Freeform 1.59 Poli Transitions Gen S Cinza;1.59;Esf. +7.00 a -10.00 / Cil. até -6.00 | Add. 1.00 a 3.50 / Diâm. 80 mm;R$ 4.103,84;R$ 4.183,84;R$ 4.503,84;R$ 4.583,84;R$ 4.983,84;R$ 5.063,84;
Lentes Surfaçadas;Haytek Smart;SP59SN;Haytek Smart Freeform 1.59 Poli Transitions Gen S Marrom;1.59;Esf. +7.00 a -10.00 / Cil. até -6.00 | Add. 1.00 a 3.50 / Diâm. 80 mm;R$ 4.103,84;R$ 4.183,84;R$ 4.503,84;R$ 4.583,84;R$ 4.983,84;R$ 5.063,84;
Lentes Surfaçadas;Haytek Smart;SP61ST;Haytek Smart Freeform 1.61;1.61;Esf. +8.00 a -12.00 | Cil. até -8.00 | Add. 0.75 a 3.50 | Diâm. até 80 mm;R$ 2.303,84;R$ 2.383,84;R$ 2.703,84;R$ 2.783,84;R$ 3.183,84;R$ 3.263,84;
Lentes Surfaçadas;Haytek Smart;SP61SY;Haytek Smart Freeform 1.61 Fotossensível;1.61;Esf. +8.00 a -12.00 | Cil. até -8.00 | Add. 0.75 a 3.50 | Diâm. até 80 mm;R$ 3.167,84;R$ 3.247,84;R$ 3.567,84;R$ 3.647,84;R$ 4.047,84;R$ 4.127,84;
Lentes Surfaçadas;Haytek Smart;SP67ST;Haytek Smart Freeform 1.67;1.67;Esf. +9.00 a -12.00 | Cil. até -8.00 | Add. 0.75 a 3.50 | Diâm. até 80 mm;R$ 2.735,84;R$ 2.815,84;R$ 3.135,84;R$ 3.215,84;R$ 3.615,84;R$ 3.695,84;
Lentes Surfaçadas;Haytek Smart;SP67SK;Haytek Smart Freeform 1.67 Filtro Azul;1.67;Esf. +9.00 a -12.00 | Cil. até -8.00 | Add. 0.75 a 3.50 | Diâm. até 80 mm;R$ 3.095,84;R$ 3.175,84;R$ 3.495,84;R$ 3.575,84;R$ 3.975,84;R$ 4.055,84;
Lentes Surfaçadas;Haytek Smart;SP67SY;Haytek Smart Freeform 1.67 Fotossensível;1.67;Esf. +9.00 a -12.00 | Cil. até -8.00 | Add. 0.75 a 3.50 | Diâm. até 80 mm;R$ 3.599,84;R$ 3.679,84;R$ 3.999,84;R$ 4.079,84;R$ 4.479,84;R$ 4.559,84;
Lentes Surfaçadas;Haytek Smart;SP67SN;Haytek Smart Freeform 1.67 Transitions Gen S Marrom;1.67;Esf. +9.00 a -11.00 / Cil. até -6.00 | Add. 1.00 a 3.50 / Diâm. 80 mm;R$ 8.639,84;R$ 8.719,84;R$ 9.039,84;R$ 9.119,84;R$ 9.519,84;R$ 9.599,84;
Lentes Surfaçadas;Haytek Smart;SP67SD;Haytek Smart Freeform 1.67 Transitions Gen S Cinza;1.67;Esf. +9.00 a -11.00 / Cil. até -6.00 | Add. 1.00 a 3.50 / Diâm. 80 mm;R$ 8.639,84;R$ 8.719,84;R$ 9.039,84;R$ 9.119,84;R$ 9.519,84;R$ 9.599,84;
Lentes Surfaçadas;Haytek Smart;SP74SK;Haytek Smart Freeform 1.74 Filtro Azul;1.74;Esf. +14.00 a -16.00 | Cil. até -8.00 | Add. 0.75 a 3.50 | Diâm. até 80 mm;R$ 4.463,84;R$ 4.543,84;R$ 4.863,84;R$ 4.943,84;R$ 5.343,84;R$ 5.423,84;
Lentes Surfaçadas;Haytek Smart;SP74SF;Haytek Smart Freeform 1.74 Filtro Azul Fotossensível;1.74;Esf. +14.00 a -16.00 | Cil. até -8.00 | Add. 0.75 a 3.50 | Diâm. até 80 mm;R$ 6.191,84;R$ 6.271,84;R$ 6.591,84;R$ 6.671,84;R$ 7.071,84;R$ 7.151,84;
Lentes Surfaçadas;Haytek Light;SP50LD;Haytek Light Freeform 1.50 Transitions Gen S Cinza;1.50;Esf. +6.00 a -9.00 / Cil. até -6.00 | Add. 1.00 a 3.50 / Diâm. 80 mm;R$ 3.095,84;R$ 3.175,84;R$ 3.495,84;R$ 3.575,84;R$ 3.975,84;R$ 4.055,84;
Lentes Surfaçadas;Haytek Light;SP50LN;Haytek Light Freeform 1.50 Transitions Gen S Marrom;1.50;Esf. +6.00 a -9.00 / Cil. até -6.00 | Add. 1.00 a 3.50 / Diâm. 80 mm;R$ 3.095,84;R$ 3.175,84;R$ 3.495,84;R$ 3.575,84;R$ 3.975,84;R$ 4.055,84;
Lentes Surfaçadas;Haytek Light;SP56LT;Haytek Light Freeform 1.56;1.56;Esf. +6.00 a -6.00 / Cil. até -4.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 791,84;R$ 871,84;R$ 1.191,84;R$ 1.271,84;R$ 1.671,84;R$ 1.751,84;
